predicted_target,predicted_target_str,actual_target_str,id
5.0,walking,walking,25769806026
5.0,walking,walking,25769806484
5.0,walking,walking,25769806499
5.0,walking,walking,25769806540
5.0,walking,walking,25769806582
6.0,cycling,cycling,25769806718
6.0,cycling,cycling,25769806942
6.0,cycling,cycling,25769807120
1.8,sitting,running,25769807235
1.0,running,running,25769807272
3.0,lying,lying,34359738536
3.0,lying,lying,34359738830
3.0,lying,lying,34359739067
2.0,sitting,sitting,34359739603
2.0,sitting,sitting,34359739643
2.0,sitting,sitting,34359739743
0.0,standing,standing,34359740552
5.0,walking,walking,34359741420
5.0,walking,walking,34359741425
5.0,walking,walking,34359741503
5.6,cycling,walking,34359741787
5.0,walking,walking,34359741927
5.6,cycling,walking,34359742273
6.0,cycling,cycling,42949673072
6.0,cycling,cycling,42949673327
6.0,cycling,cycling,42949673385
3.0,lying,lying,42949673972
2.0,sitting,sitting,42949674243
2.0,sitting,sitting,42949674246
2.0,sitting,sitting,42949674258
0.0,standing,standing,42949674521
0.0,standing,standing,42949674810
8.0,ascending_stairs,ascending_stairs,42949675707
7.0,descending_stairs,descending_stairs,42949676000
8.0,ascending_stairs,ascending_stairs,42949676009
8.0,ascending_stairs,ascending_stairs,51539607565
5.2,walking,walking,51539607880
5.0,walking,walking,51539607915
5.0,walking,walking,51539607939
5.0,walking,walking,51539607948
6.0,cycling,walking,51539608221
6.0,cycling,cycling,51539608995
6.0,cycling,cycling,51539609044
3.8,rope_jumping,running,51539609083
1.0,running,running,51539609117
1.0,running,running,51539609316
2.6,lying,running,51539609512
1.0,running,running,51539609519
4.0,rope_jumping,rope_jumping,51539609714
2.0,sitting,sitting,51539609999
2.0,sitting,sitting,51539610010
2.0,sitting,sitting,51539610067
2.0,sitting,sitting,51539610147
0.0,standing,standing,51539610784
0.0,standing,standing,51539610806
0.0,standing,standing,51539610915
8.0,ascending_stairs,ascending_stairs,51539611034
7.2,descending_stairs,descending_stairs,60129542196
5.0,walking,walking,60129542238
5.0,walking,walking,60129542474
5.0,walking,walking,60129542580
5.0,walking,walking,60129542627
5.0,walking,walking,60129542799
5.0,walking,walking,60129542919
5.0,walking,walking,60129543006
5.0,walking,walking,60129543135
5.0,walking,walking,60129543267
5.0,walking,walking,60129543507
5.0,walking,walking,60129543675
5.0,walking,walking,60129543746
5.0,walking,walking,60129543750
6.0,cycling,cycling,60129544273
6.0,cycling,cycling,60129544364
6.0,cycling,cycling,60129544441
5.4,walking,cycling,60129544499
1.0,running,running,60129544817
1.0,running,running,60129544847
1.0,running,running,60129545019
1.0,running,running,60129545044
6.0,cycling,cycling,60129545197
3.0,lying,lying,57
3.0,lying,lying,136
3.0,lying,lying,513
3.0,lying,lying,828
3.0,lying,lying,936
3.0,lying,lying,1002
3.0,lying,lying,1213
2.0,sitting,sitting,1407
2.0,sitting,sitting,1607
2.0,sitting,sitting,1728
2.0,sitting,sitting,2377
8.0,ascending_stairs,ascending_stairs,2982
8.0,ascending_stairs,ascending_stairs,3043
7.2,descending_stairs,ascending_stairs,8589934968
7.6,ascending_stairs,ascending_stairs,8589935030
5.0,walking,walking,8589935563
6.0,cycling,cycling,8589936005
6.0,cycling,cycling,8589936063
3.0,lying,lying,8589936510
3.0,lying,lying,8589936796
3.0,lying,lying,8589936807
2.0,sitting,sitting,8589936821
0.0,standing,standing,8589937667
2.0,sitting,sitting,8589937697
0.0,standing,standing,8589937701
0.0,standing,standing,8589937835
2.0,sitting,sitting,8589937857
2.0,sitting,sitting,8589937868
0.0,standing,standing,8589938387
0.0,standing,standing,8589938615
7.4,descending_stairs,ascending_stairs,17179869248
5.0,walking,ascending_stairs,17179869417
7.2,descending_stairs,descending_stairs,17179869526
8.0,ascending_stairs,ascending_stairs,17179869661
6.6,descending_stairs,descending_stairs,17179869922
5.0,walking,walking,17179870201
4.2,rope_jumping,walking,17179870366
1.0,running,running,17179870727
1.0,running,running,17179871001
4.0,rope_jumping,rope_jumping,17179871419
4.0,rope_jumping,rope_jumping,17179871478
4.0,rope_jumping,rope_jumping,17179871485
3.0,lying,lying,17179871683
2.0,sitting,sitting,25769803786
0.0,standing,standing,25769804354
0.0,standing,standing,25769804469
8.0,ascending_stairs,ascending_stairs,25769805517
5.0,walking,walking,25769805995
5.6,cycling,walking,25769806400
6.0,cycling,cycling,25769806604
6.0,cycling,cycling,25769806622
6.0,cycling,cycling,25769806912
4.0,rope_jumping,rope_jumping,25769807492
4.0,rope_jumping,rope_jumping,25769807551
4.0,rope_jumping,rope_jumping,25769807698
3.0,lying,lying,34359738447
3.0,lying,lying,34359738491
3.0,lying,lying,34359738572
3.0,lying,lying,34359738773
3.0,lying,lying,34359738803
3.0,lying,lying,34359738807
3.0,lying,lying,34359738933
3.0,lying,lying,34359738987
2.0,sitting,sitting,34359739629
2.0,sitting,sitting,34359739738
2.0,sitting,sitting,34359739892
2.0,sitting,sitting,34359739990
2.0,sitting,sitting,34359740160
2.0,sitting,sitting,34359740164
0.0,standing,standing,34359740443
0.0,standing,standing,34359740546
0.0,standing,standing,34359740553
0.0,standing,standing,34359740574
0.0,standing,standing,34359740636
0.0,standing,standing,34359740645
5.0,walking,walking,34359741426
5.0,walking,walking,34359741484
5.0,walking,walking,34359741731
5.0,walking,walking,34359741966
5.0,walking,walking,34359741983
5.0,walking,walking,34359742098
4.4,rope_jumping,walking,34359742135
5.0,walking,walking,34359742308
5.0,walking,walking,34359742391
6.0,cycling,cycling,34359742461
6.0,cycling,cycling,42949673012
6.0,cycling,cycling,42949673107
6.0,cycling,cycling,42949673114
6.0,cycling,cycling,42949673472
3.0,lying,lying,42949673614
3.0,lying,lying,42949673971
2.0,sitting,sitting,42949674152
2.0,sitting,sitting,42949674296
2.0,sitting,sitting,42949674373
2.0,sitting,sitting,42949674398
2.0,sitting,sitting,42949674423
2.0,sitting,sitting,42949674453
2.0,sitting,sitting,42949674469
0.0,standing,standing,42949675010
0.0,standing,standing,42949675018
0.0,standing,standing,42949675045
7.0,descending_stairs,descending_stairs,42949675592
5.0,walking,walking,51539607605
5.0,walking,walking,51539607695
5.0,walking,walking,51539607908
5.4,walking,walking,51539607953
5.0,walking,walking,51539608083
5.0,walking,walking,51539608157
5.0,walking,walking,51539608322
6.0,cycling,cycling,51539608439
6.0,cycling,cycling,51539608451
6.0,cycling,cycling,51539608523
6.0,cycling,cycling,51539608625
6.0,cycling,cycling,51539608813
1.0,running,running,51539609454
1.0,running,running,51539609537
1.0,running,running,51539609573
2.0,sitting,sitting,51539610000
2.0,sitting,sitting,51539610173
2.0,sitting,sitting,51539610216
0.0,standing,standing,51539610324
0.0,standing,standing,51539610599
0.0,standing,standing,51539610655
0.0,standing,standing,51539610713
0.0,standing,standing,51539610750
8.0,ascending_stairs,ascending_stairs,51539610952
8.0,ascending_stairs,ascending_stairs,51539611073
8.0,ascending_stairs,ascending_stairs,51539611074
6.6,descending_stairs,descending_stairs,51539611207
8.0,ascending_stairs,ascending_stairs,51539611312
7.4,descending_stairs,ascending_stairs,51539611387
7.0,descending_stairs,descending_stairs,51539611554
7.2,descending_stairs,descending_stairs,51539611599
5.0,walking,walking,60129542781
5.0,walking,walking,60129543410
5.0,walking,walking,60129543689
6.0,cycling,cycling,60129543858
6.0,cycling,cycling,60129544154
1.0,running,running,60129544723
6.0,cycling,cycling,60129545142
6.0,cycling,cycling,60129545174
6.0,cycling,cycling,60129545208
6.0,cycling,cycling,60129545272
6.0,cycling,cycling,60129545333
3.0,lying,lying,144
3.0,lying,lying,388
3.0,lying,lying,412
3.0,lying,lying,417
3.0,lying,lying,963
2.0,sitting,sitting,1571
2.0,sitting,sitting,1710
2.0,sitting,sitting,1911
2.0,sitting,sitting,1956
2.0,sitting,sitting,2021
2.0,sitting,sitting,2041
2.0,sitting,sitting,2192
0.0,standing,standing,2526
0.0,standing,standing,2623
0.0,standing,standing,2798
0.0,standing,standing,2953
7.0,descending_stairs,descending_stairs,8589935155
7.0,descending_stairs,descending_stairs,8589935170
6.0,cycling,cycling,8589935799
6.0,cycling,cycling,8589936270
3.0,lying,lying,8589936351
3.0,lying,lying,8589936369
3.0,lying,lying,8589936765
3.0,lying,lying,8589936772
0.0,standing,standing,8589937396
0.0,standing,standing,8589938556
6.2,cycling,ascending_stairs,17179869303
7.0,descending_stairs,descending_stairs,17179869518
5.8,cycling,descending_stairs,17179869561
7.4,descending_stairs,ascending_stairs,17179869763
6.8,descending_stairs,ascending_stairs,17179869779
5.8,cycling,walking,17179870248
5.0,walking,walking,17179870308
6.0,cycling,cycling,17179870658
1.0,running,running,17179870671
4.2,rope_jumping,running,17179871052
5.0,walking,rope_jumping,17179871214
4.0,rope_jumping,rope_jumping,17179871219
4.0,rope_jumping,rope_jumping,17179871387
3.0,lying,lying,17179871504
3.0,lying,lying,17179871967
3.0,lying,lying,17179872005
2.0,sitting,sitting,25769804051
0.0,standing,standing,25769804479
0.0,standing,standing,25769804557
0.0,standing,standing,25769804571
8.0,ascending_stairs,ascending_stairs,25769804885
6.2,cycling,ascending_stairs,25769805232
8.0,ascending_stairs,ascending_stairs,25769805246
8.0,ascending_stairs,ascending_stairs,25769805373
7.0,descending_stairs,descending_stairs,25769805375
8.0,ascending_stairs,ascending_stairs,25769805421
7.0,descending_stairs,descending_stairs,25769805467
6.8,descending_stairs,ascending_stairs,25769805556
5.6,cycling,ascending_stairs,25769805732
5.0,walking,walking,25769806059
5.0,walking,walking,25769806072
5.0,walking,walking,25769806213
5.0,walking,walking,25769806337
5.0,walking,walking,25769806418
5.0,walking,walking,25769806585
6.0,cycling,cycling,25769806951
1.0,running,running,25769807274
4.0,rope_jumping,rope_jumping,25769807702
3.0,lying,lying,25769807762
3.0,lying,lying,34359738604
3.0,lying,lying,34359738639
3.0,lying,lying,34359738998
3.0,lying,lying,34359739007
2.0,sitting,sitting,34359739608
2.0,sitting,sitting,34359739623
2.0,sitting,sitting,34359739627
2.0,sitting,sitting,34359739641
2.0,sitting,sitting,34359739651
2.0,sitting,sitting,34359739687
2.0,sitting,sitting,34359739706
2.0,sitting,sitting,34359739795
0.0,standing,standing,34359740194
0.0,standing,standing,34359740306
0.0,standing,standing,34359740437
0.0,standing,standing,34359740660
0.0,standing,standing,34359740676
8.0,ascending_stairs,ascending_stairs,34359740994
5.0,walking,walking,34359741674
5.0,walking,walking,34359741694
5.0,walking,walking,34359741896
5.0,walking,walking,34359742153
5.0,walking,walking,34359742161
5.0,walking,walking,34359742255
5.0,walking,walking,34359742317
6.0,cycling,cycling,34359742432
6.0,cycling,cycling,42949673133
6.0,cycling,cycling,42949673279
6.0,cycling,cycling,42949673369
3.0,lying,lying,42949673725
3.0,lying,lying,42949673901
3.0,lying,lying,42949673995
2.0,sitting,sitting,42949674248
2.0,sitting,sitting,42949674261
2.0,sitting,sitting,42949674352
0.0,standing,standing,42949674522
0.0,standing,standing,42949674629
0.0,standing,standing,42949674656
0.0,standing,standing,42949674925
5.0,walking,ascending_stairs,42949675240
7.0,descending_stairs,descending_stairs,42949675344
5.2,walking,descending_stairs,42949675498
8.0,ascending_stairs,ascending_stairs,42949675944
6.0,cycling,cycling,51539608471
6.0,cycling,cycling,51539608494
6.0,cycling,cycling,51539608889
1.0,running,running,51539609157
1.0,running,running,51539609216
1.0,running,running,51539609282
1.0,running,running,51539609369
5.8,cycling,running,51539609588
4.0,rope_jumping,rope_jumping,51539609663
2.0,sitting,sitting,51539609946
2.0,sitting,sitting,51539609969
0.0,standing,standing,51539610290
8.0,ascending_stairs,ascending_stairs,51539610991
6.2,cycling,descending_stairs,51539611228
7.0,descending_stairs,descending_stairs,51539611265
4.2,rope_jumping,descending_stairs,60129542226
5.0,walking,walking,60129542804
5.0,walking,walking,60129542893
5.0,walking,walking,60129543653
6.0,cycling,cycling,60129543869
6.0,cycling,cycling,60129543955
6.0,cycling,cycling,60129544050
6.0,cycling,cycling,60129544349
6.0,cycling,cycling,60129544365
6.0,cycling,cycling,60129544383
6.0,cycling,cycling,60129544481
6.0,cycling,cycling,60129544497
6.0,cycling,cycling,60129544507
1.0,running,running,60129544744
1.0,running,running,60129544821
1.0,running,running,60129544912
6.0,cycling,cycling,60129545275
6.0,cycling,cycling,60129545344
1.0,running,running,60129545532
3.0,lying,lying,909
3.0,lying,lying,1025
3.0,lying,lying,1219
3.0,lying,lying,1240
3.8,rope_jumping,lying,1256
3.0,lying,lying,1283
2.0,sitting,sitting,1549
2.0,sitting,sitting,1771
2.0,sitting,sitting,1937
2.0,sitting,sitting,2212
2.0,sitting,sitting,2235
2.0,sitting,sitting,2336
0.4,standing,sitting,2404
0.0,standing,standing,2470
0.0,standing,standing,2615
0.0,standing,standing,2784
0.0,standing,standing,2939
8.0,ascending_stairs,ascending_stairs,2971
7.0,descending_stairs,descending_stairs,8589934802
5.2,walking,ascending_stairs,8589934990
5.0,walking,walking,8589935440
5.0,walking,walking,8589935463
6.0,cycling,cycling,8589935827
3.0,lying,lying,8589936280
3.0,lying,lying,8589936409
3.0,lying,lying,8589936537
3.0,lying,lying,8589936654
2.0,sitting,sitting,8589936869
2.0,sitting,sitting,8589936873
2.0,sitting,sitting,8589936967
2.0,sitting,sitting,8589937386
0.0,standing,standing,8589937508
2.0,sitting,sitting,8589937603
2.0,sitting,sitting,8589937942
0.4,standing,standing,8589938038
0.0,standing,standing,8589938145
0.0,standing,standing,8589938298
0.0,standing,standing,8589938424
0.0,standing,standing,8589938432
0.0,standing,standing,8589938510
5.0,walking,walking,17179870111
6.2,cycling,walking,17179870156
5.0,walking,walking,17179870429
5.0,walking,walking,17179870529
6.0,cycling,cycling,17179870656
1.0,running,running,17179870715
1.0,running,running,17179870847
1.0,running,running,17179871097
4.0,rope_jumping,rope_jumping,17179871389
3.0,lying,lying,17179871730
3.0,lying,lying,17179871921
2.0,sitting,sitting,17179872137
2.0,sitting,sitting,25769803791
2.0,sitting,sitting,25769803967
2.0,sitting,sitting,25769804018
2.0,sitting,sitting,25769804094
2.0,sitting,sitting,25769804130
0.0,standing,standing,25769804294
0.0,standing,standing,25769804709
0.0,standing,standing,25769804729
0.0,standing,standing,25769804752
7.6,ascending_stairs,ascending_stairs,25769804958
4.6,walking,descending_stairs,25769805066
8.0,ascending_stairs,ascending_stairs,25769805190
7.0,descending_stairs,descending_stairs,25769805207
7.0,descending_stairs,descending_stairs,25769805361
7.0,descending_stairs,descending_stairs,25769805543
7.8,ascending_stairs,ascending_stairs,25769805637
7.0,descending_stairs,descending_stairs,25769805826
5.4,walking,walking,25769805889
0.0,standing,walking,25769805920
5.0,walking,walking,25769805969
5.0,walking,walking,25769806061
5.0,walking,walking,25769806212
5.0,walking,walking,25769806289
6.2,cycling,walking,25769806395
5.0,walking,walking,25769806546
5.4,walking,walking,25769806560
5.0,walking,walking,25769806584
6.0,cycling,cycling,25769806621
6.0,cycling,cycling,25769806674
1.8,sitting,running,25769807282
1.0,running,running,25769807325
4.0,rope_jumping,rope_jumping,25769807572
3.0,lying,lying,25769807742
3.0,lying,lying,25769807855
3.0,lying,lying,34359738407
3.0,lying,lying,34359738556
3.0,lying,lying,34359739217
2.0,sitting,sitting,34359739460
2.0,sitting,sitting,34359739542
2.0,sitting,sitting,34359739718
0.0,standing,standing,34359740436
0.0,standing,standing,34359740487
0.0,standing,standing,34359740610
0.0,standing,standing,34359740706
8.0,ascending_stairs,ascending_stairs,34359740966
7.0,descending_stairs,descending_stairs,34359741079
5.0,walking,walking,34359741260
5.0,walking,walking,34359741297
5.0,walking,walking,34359741922
5.0,walking,walking,34359741985
2.6,lying,walking,34359742102
5.0,walking,walking,34359742164
5.0,walking,walking,34359742333
6.0,cycling,cycling,42949672975
5.8,cycling,cycling,42949673058
6.0,cycling,cycling,42949673087
6.0,cycling,cycling,42949673123
6.0,cycling,cycling,42949673141
6.0,cycling,cycling,42949673197
6.0,cycling,cycling,42949673202
6.0,cycling,cycling,42949673378
3.0,lying,lying,42949673557
3.0,lying,lying,42949673629
3.0,lying,lying,42949673783
3.0,lying,lying,42949673930
2.0,sitting,sitting,42949674270
0.0,standing,standing,42949674936
0.0,standing,standing,42949674970
8.0,ascending_stairs,ascending_stairs,42949675146
5.8,cycling,descending_stairs,42949675339
7.0,descending_stairs,descending_stairs,42949675483
8.0,ascending_stairs,ascending_stairs,42949675681
2.6,lying,ascending_stairs,42949675713
8.0,ascending_stairs,ascending_stairs,42949675753
5.0,walking,walking,51539607781
5.0,walking,walking,51539608088
6.0,cycling,cycling,51539608422
6.0,cycling,cycling,51539608878
5.4,walking,cycling,51539608924
6.0,cycling,cycling,51539608990
6.8,descending_stairs,cycling,51539609020
1.0,running,running,51539609367
1.0,running,running,51539609589
4.0,rope_jumping,rope_jumping,51539609711
2.0,sitting,sitting,51539610003
2.0,sitting,sitting,51539610074
2.0,sitting,sitting,51539610080
0.0,standing,standing,51539610533
0.0,standing,standing,51539610558
0.0,standing,standing,51539610853
0.0,standing,standing,51539610895
8.0,ascending_stairs,ascending_stairs,51539611026
8.0,ascending_stairs,ascending_stairs,51539611041
8.0,ascending_stairs,ascending_stairs,51539611285
7.4,descending_stairs,ascending_stairs,51539611301
8.0,ascending_stairs,ascending_stairs,51539611339
5.6,cycling,ascending_stairs,51539611365
7.0,descending_stairs,descending_stairs,51539611530
7.0,descending_stairs,descending_stairs,60129542221
5.0,walking,walking,60129542380
5.0,walking,walking,60129542533
5.0,walking,walking,60129542911
5.0,walking,walking,60129543068
5.0,walking,walking,60129543379
5.0,walking,walking,60129543508
5.0,walking,walking,60129543615
6.0,cycling,cycling,60129543974
6.0,cycling,cycling,60129544174
6.0,cycling,cycling,60129544227
1.0,running,running,60129544785
1.0,running,running,60129544914
1.0,running,running,60129544976
1.0,running,running,60129545123
6.0,cycling,cycling,60129545249
3.0,lying,lying,32
3.0,lying,lying,43
3.0,lying,lying,420
3.0,lying,lying,555
3.0,lying,lying,696
3.0,lying,lying,752
3.0,lying,lying,1051
3.0,lying,lying,1073
3.0,lying,lying,1089
3.0,lying,lying,1108
3.0,lying,lying,1128
3.0,lying,lying,1134
2.0,sitting,sitting,1550
2.0,sitting,sitting,2077
2.0,sitting,sitting,2112
2.0,sitting,sitting,2223
0.0,standing,standing,2667
8.0,ascending_stairs,ascending_stairs,8589934641
7.0,descending_stairs,descending_stairs,8589935227
5.6,cycling,walking,8589935316
5.0,walking,walking,8589935582
5.0,walking,walking,8589935776
6.0,cycling,cycling,8589935897
6.0,cycling,cycling,8589936238
3.0,lying,lying,8589936433
3.0,lying,lying,8589936561
3.0,lying,lying,8589936670
3.0,lying,lying,8589936769
2.0,sitting,sitting,8589936916
2.0,sitting,sitting,8589936964
2.0,sitting,sitting,8589937179
2.0,sitting,sitting,8589937308
2.0,sitting,sitting,8589937444
2.0,sitting,sitting,8589937594
2.0,sitting,sitting,8589937740
2.0,sitting,sitting,8589937938
0.0,standing,standing,8589938389
0.0,standing,standing,8589938501
0.0,standing,standing,8589938546
6.8,descending_stairs,ascending_stairs,17179869315
6.0,cycling,ascending_stairs,17179869392
7.0,descending_stairs,descending_stairs,17179869869
5.0,walking,walking,17179870055
5.0,walking,walking,17179870257
6.0,cycling,cycling,17179870647
1.0,running,running,17179870903
4.0,rope_jumping,rope_jumping,17179871371
4.0,rope_jumping,rope_jumping,17179871477
3.0,lying,lying,17179871614
3.0,lying,lying,17179871649
3.0,lying,lying,17179871658
3.0,lying,lying,17179871772
2.0,sitting,sitting,17179872160
2.0,sitting,sitting,17179872164
0.0,standing,standing,25769804270
0.0,standing,standing,25769804665
8.0,ascending_stairs,ascending_stairs,25769804832
7.0,descending_stairs,descending_stairs,25769805007
8.0,ascending_stairs,ascending_stairs,25769805628
8.0,ascending_stairs,ascending_stairs,25769805659
6.8,descending_stairs,ascending_stairs,25769805665
5.0,walking,walking,25769805910
5.0,walking,walking,25769805926
5.0,walking,walking,25769806161
5.0,walking,walking,25769806209
5.0,walking,walking,25769806351
5.0,walking,walking,25769806497
6.0,cycling,cycling,25769806833
6.0,cycling,cycling,25769807022
6.0,cycling,cycling,25769807074
1.0,running,running,25769807333
4.0,rope_jumping,rope_jumping,25769807540
4.0,rope_jumping,rope_jumping,25769807574
4.0,rope_jumping,rope_jumping,25769807606
4.0,rope_jumping,rope_jumping,25769807653
3.0,lying,lying,25769807712
3.0,lying,lying,25769807803
3.0,lying,lying,34359738731
3.0,lying,lying,34359739196
3.0,lying,lying,34359739337
2.0,sitting,sitting,34359739398
0.0,standing,standing,34359740589
0.0,standing,standing,34359740622
8.0,ascending_stairs,ascending_stairs,34359740757
7.4,descending_stairs,ascending_stairs,34359741039
5.0,walking,walking,34359741312
5.0,walking,walking,34359741721
5.0,walking,walking,34359741733
4.8,walking,walking,34359741830
5.0,walking,walking,34359741920
5.0,walking,walking,34359742110
5.0,walking,walking,34359742272
5.0,walking,walking,34359742328
5.0,walking,walking,34359742421
6.0,cycling,cycling,42949673261
3.0,lying,lying,42949673752
3.0,lying,lying,42949673985
2.0,sitting,sitting,42949674393
0.0,standing,standing,42949674616
0.0,standing,standing,42949674739
0.0,standing,standing,42949674896
0.0,standing,standing,42949674981
7.2,descending_stairs,ascending_stairs,42949675149
8.0,ascending_stairs,ascending_stairs,42949675291
8.0,ascending_stairs,ascending_stairs,42949675646
7.6,ascending_stairs,descending_stairs,42949676011
5.0,walking,walking,51539607664
5.0,walking,walking,51539607743
5.0,walking,walking,51539607809
5.6,cycling,walking,51539607829
5.0,walking,walking,51539608123
5.0,walking,walking,51539608201
5.0,walking,walking,51539608307
5.0,walking,walking,51539608365
6.0,cycling,cycling,51539608452
6.0,cycling,cycling,51539608489
6.0,cycling,cycling,51539608610
4.0,rope_jumping,cycling,51539609032
1.0,running,running,51539609389
4.0,rope_jumping,rope_jumping,51539609685
3.0,lying,lying,51539609889
0.0,standing,standing,51539610282
0.0,standing,standing,51539610770
7.0,descending_stairs,descending_stairs,51539611160
7.4,descending_stairs,ascending_stairs,51539611404
6.8,descending_stairs,ascending_stairs,51539611485
7.0,descending_stairs,descending_stairs,51539611504
6.6,descending_stairs,descending_stairs,60129542257
5.0,walking,walking,60129542516
5.0,walking,walking,60129542531
5.0,walking,walking,60129542603
5.0,walking,walking,60129542666
5.0,walking,walking,60129542767
5.0,walking,walking,60129542786
5.0,walking,walking,60129542840
5.0,walking,walking,60129543059
5.0,walking,walking,60129543109
3.8,rope_jumping,walking,60129543172
5.0,walking,walking,60129543180
5.0,walking,walking,60129543637
6.0,cycling,cycling,60129544036
6.0,cycling,cycling,60129544164
6.0,cycling,cycling,60129544238
6.0,cycling,cycling,60129544332
6.0,cycling,cycling,60129544533
1.0,running,running,60129544670
1.0,running,running,60129544734
1.0,running,running,60129544778
1.8,sitting,running,60129544932
6.0,cycling,cycling,60129545204
6.0,cycling,cycling,60129545321
6.0,cycling,cycling,60129545415
6.0,cycling,cycling,60129545436
3.0,lying,lying,84
3.0,lying,lying,378
3.0,lying,lying,1233
2.0,sitting,sitting,2012
2.0,sitting,sitting,2289
0.0,standing,standing,2821
8.0,ascending_stairs,ascending_stairs,2995
7.0,descending_stairs,descending_stairs,8589934734
7.2,descending_stairs,descending_stairs,8589934736
8.0,ascending_stairs,ascending_stairs,8589934859
5.0,walking,walking,8589935383
6.2,cycling,walking,8589935729
5.0,walking,walking,8589935736
6.0,cycling,cycling,8589935893
6.0,cycling,cycling,8589936147
3.0,lying,lying,8589936524
2.0,sitting,sitting,8589937155
2.0,sitting,sitting,8589937156
2.0,sitting,sitting,8589937677
0.0,standing,standing,8589938158
0.0,standing,standing,8589938267
0.0,standing,standing,8589938388
7.0,descending_stairs,descending_stairs,17179869218
6.8,descending_stairs,ascending_stairs,17179869247
6.6,descending_stairs,ascending_stairs,17179869336
8.0,ascending_stairs,ascending_stairs,17179869412
6.4,cycling,descending_stairs,17179869515
5.0,walking,descending_stairs,17179869520
8.0,ascending_stairs,ascending_stairs,17179869737
6.4,cycling,walking,17179870247
1.8,sitting,running,17179870716
1.0,running,running,17179871156
5.8,cycling,rope_jumping,17179871230
4.0,rope_jumping,rope_jumping,17179871347
4.0,rope_jumping,rope_jumping,17179871495
3.0,lying,lying,17179871707
2.0,sitting,sitting,25769803806
2.0,sitting,sitting,25769803857
2.0,sitting,sitting,25769803985
0.0,standing,standing,25769804439
8.0,ascending_stairs,ascending_stairs,25769804994
7.0,descending_stairs,descending_stairs,25769805216
7.0,descending_stairs,descending_stairs,25769805309
8.0,ascending_stairs,ascending_stairs,25769805332
7.0,descending_stairs,descending_stairs,25769805461
7.8,ascending_stairs,descending_stairs,25769805770
7.0,descending_stairs,descending_stairs,25769805828
5.0,walking,walking,25769806005
5.0,walking,walking,25769806067
5.0,walking,walking,25769806296
5.0,walking,walking,25769806434
5.0,walking,walking,25769806594
6.0,cycling,cycling,25769806633
6.0,cycling,cycling,25769806654
6.0,cycling,cycling,25769806732
6.0,cycling,cycling,25769806875
6.0,cycling,cycling,25769806997
6.0,cycling,cycling,25769807128
6.0,cycling,cycling,25769807139
3.0,lying,lying,34359738654
3.0,lying,lying,34359738860
3.0,lying,lying,34359738903
3.0,lying,lying,34359739060
3.0,lying,lying,34359739110
3.0,lying,lying,34359739158
2.0,sitting,sitting,34359739739
2.0,sitting,sitting,34359740001
2.0,sitting,sitting,34359740052
2.0,sitting,sitting,34359740126
2.0,sitting,sitting,34359740132
0.0,standing,standing,34359740272
0.0,standing,standing,34359740277
0.0,standing,standing,34359740483
0.0,standing,standing,34359740652
8.0,ascending_stairs,ascending_stairs,34359740868
7.0,descending_stairs,descending_stairs,34359740938
7.0,descending_stairs,descending_stairs,34359741136
6.0,cycling,descending_stairs,34359741166
5.0,walking,walking,34359741353
5.0,walking,walking,34359741357
5.0,walking,walking,34359741373
5.0,walking,walking,34359741592
5.0,walking,walking,34359741617
5.0,walking,walking,34359742166
5.4,walking,walking,34359742220
6.4,cycling,walking,34359742236
5.0,walking,walking,34359742263
6.0,cycling,cycling,34359742456
6.0,cycling,cycling,42949672965
6.0,cycling,cycling,42949672970
6.0,cycling,cycling,42949673014
6.0,cycling,cycling,42949673240
6.2,cycling,cycling,42949673302
6.0,cycling,cycling,42949673441
6.8,descending_stairs,cycling,42949673480
3.0,lying,lying,42949673535
3.0,lying,lying,42949673549
3.0,lying,lying,42949673630
3.0,lying,lying,42949673673
3.0,lying,lying,42949673913
2.0,sitting,sitting,42949674110
2.0,sitting,sitting,42949674247
2.0,sitting,sitting,42949674335
2.0,sitting,sitting,42949674396
0.0,standing,standing,42949674503
0.0,standing,standing,42949674683
0.0,standing,standing,42949674818
0.0,standing,standing,42949674942
0.0,standing,standing,42949675076
5.2,walking,descending_stairs,42949675350
8.0,ascending_stairs,ascending_stairs,42949675799
6.8,descending_stairs,descending_stairs,51539607576
5.0,walking,walking,51539607710
5.0,walking,walking,51539607717
5.0,walking,walking,51539607760
5.0,walking,walking,51539607840
5.0,walking,walking,51539607965
3.8,rope_jumping,walking,51539608062
6.0,cycling,cycling,51539608727
6.0,cycling,cycling,51539608760
6.0,cycling,cycling,51539608804
4.0,rope_jumping,running,51539609081
2.6,lying,running,51539609198
1.0,running,running,51539609361
1.0,running,running,51539609488
4.0,rope_jumping,rope_jumping,51539609814
3.0,lying,lying,51539609908
2.0,sitting,sitting,51539609972
2.0,sitting,sitting,51539610027
0.0,standing,standing,51539610266
0.0,standing,standing,51539610400
0.0,standing,standing,51539610548
0.0,standing,standing,51539610570
0.0,standing,standing,51539610600
7.8,ascending_stairs,ascending_stairs,51539611023
5.0,walking,walking,60129542659
5.0,walking,walking,60129543050
5.0,walking,walking,60129543308
5.0,walking,walking,60129543369
5.0,walking,walking,60129543436
5.0,walking,walking,60129543618
6.0,cycling,cycling,60129544367
1.8,sitting,running,60129544894
6.0,cycling,cycling,60129545202
3.0,lying,lying,212
